ice_cream,381
doughnut,382
cookie,383
chocolate_bar,384
candy,385
lollipop,386
custard,387
honey_pot,388
cake,389
bento,390
stew,391
fried_egg,392
fork_and_knife,393
tea,394
sake,395
wine_glass,396
cocktail,397
tropical_drink,398
beer,399
beers,400
baby_bottle,401
plate_with_cutlery,402
champagne,403
popcorn,404
ribbon,405
gift,406
birthday,407
jack_o_lantern,408
christmas_tree,409
santa,410
fireworks,411
sparkler,412
balloon,413
tada,414
confetti_ball,415
tanabata_tree,416
crossed_flags,417
bamboo,418
dolls,419
flags,420
wind_chime,421
rice_scene,422
school_satchel,423
mortar_board,424
medal_military,425
reminder_ribbon,426
studio_microphone,427
level_slider,428
control_knobs,429
film_strip,430
tickets,431
carousel_horse,432
ferris_wheel,433
roller_coaster,434
fishing_pole_and_fish,435
microphone,436
movie_camera,437
cinema,438
headphones,439
art,440
tophat,441
circus_tent,442
ticket,443
clapper,444
performing_arts,445
video_game,446
dart,447
slot_machine,448
8ball,449
game_die,450
bowling,451
flower_playing_cards,452
musical_note,453
notes,454
saxophone,455
guitar,456
musical_keyboard,457
trumpet,458
violin,459
musical_score,460
running_shirt_with_sash,461
tennis,462
ski,463
basketball,464
checkered_flag,465
snowboarder,466
runner,467
running,467
running_man,467
surfer,468
surfing_man,468
medal_sports,469
trophy,470
horse_racing,471
football,472
rugby_football,473
swimmer,474
swimming_man,474
weight_lifting_man,475
golfing_man,476
motorcycle,477
racing_car,478
cricket,479
volleyball,480
field_hockey,481
ice_hockey,482
ping_pong,483
mountain_snow,484
camping,485
beach_umbrella,486
building_construction,487
houses,488
cityscape,489
derelict_house,490
classical_building,491
desert,492
desert_island,493
national_park,494
stadium,495
house,496
house_with_garden,497
office,498
post_office,499
european_post_office,500
hospital,501
bank,502
atm,503
hotel,504
love_hotel,505
convenience_store,506
school,507
department_store,508
factory,509
izakaya_lantern,510
lantern,510
japanese_castle,511
european_castle,512
white_flag,513
black_flag,514
rosette,515
label,516
badminton,517
bow_and_arrow,518
amphora,519
rat,520
mouse2,521
ox,522
water_buffalo,523
cow2,524
tiger2,525
leopard,526
rabbit2,527
cat2,528
dragon,529
crocodile,530
whale2,531
snail,532
snake,533
racehorse,534
ram,535
goat,536
sheep,537
monkey,538
rooster,539
chicken,540
dog2,541
pig2,542
boar,543
elephant,544
octopus,545
shell,546
bug,547
ant,548
bee,549
honeybee,549
beetle,550
fish,551
tropical_fish,552
blowfish,553
turtle,554
hatching_chick,555
baby_chick,556
hatched_chick,557
bird,558
penguin,559
koala,560
poodle,561
dromedary_camel,562
camel,563
dolphin,564
flipper,564
mouse,565
cow,566
tiger,567
rabbit,568
cat,569
dragon_face,570
whale,571
horse,572
monkey_face,573
dog,574
pig,575
frog,576
hamster,577
wolf,578
bear,579
panda_face,580
pig_nose,581
feet,582
paw_prints,582
chipmunk,583
eyes,584
eye,585
ear,586
nose,587
lips,588
tongue,589
point_up_2,590
point_down,591
point_left,592
point_right,593
facepunch,594
fist_oncoming,594
punch,594
wave,595
ok_hand,596
+1,597
thumbsup,597
-1,598
thumbsdown,598
clap,599
open_hands,600
crown,601
womans_hat,602
eyeglasses,603
necktie,604
shirt,605
tshirt,605
jeans,606
dress,607
kimono,608
bikini,609
womans_clothes,610
purse,611
handbag,612
pouch,613
mans_shoe,614
shoe,614
athletic_shoe,615
high_heel,616
sandal,617
boot,618
footprints,619
bust_in_silhouette,620
busts_in_silhouette,621
boy,622
girl,623
man,624
woman,625
family,626
family_man_woman_boy,626
couple,627
two_men_holding_hands,628
two_women_holding_hands,629
cop,630
policeman,630
dancers,631
dancing_women,631
bride_with_veil,632
blonde_man,633
person_with_blond_hair,633
man_with_gua_pi_mao,634
man_with_turban,635
older_man,636
older_woman,637
baby,638
construction_worker,639
construction_worker_man,639
princess,640
japanese_ogre,641
japanese_goblin,642
ghost,643
angel,644
alien,645
space_invader,646
imp,647
skull,648
information_desk_person,649
tipping_hand_woman,649
guardsman,650
dancer,651
lipstick,652
nail_care,653
massage,654
massage_woman,654
haircut,655
haircut_woman,655
barber,656
syringe,657
pill,658
kiss,659
love_letter,660
ring,661
gem,662
couplekiss_man_woman,663
bouquet,664
couple_with_heart,665
couple_with_heart_woman_man,665
wedding,666
heartbeat,667
broken_heart,668
two_hearts,669
sparkling_heart,670
heartpulse,671
cupid,672
blue_heart,673
green_heart,674
yellow_heart,675
purple_heart,676
gift_heart,677
revolving_hearts,678
heart_decoration,679
diamond_shape_with_a_dot_inside,680
bulb,681
anger,682
bomb,683
zzz,684
boom,685
collision,685
sweat_drops,686
droplet,687
dash,688
hankey,689
poop,689
shit,689
muscle,690
dizzy,691
speech_balloon,692
thought_balloon,693
white_flower,694
100,695
moneybag,696
currency_exchange,697
heavy_dollar_sign,698
credit_card,699
yen,700
dollar,701
euro,702
pound,703
money_with_wings,704
chart,705
seat,706
computer,707
briefcase,708
minidisc,709
floppy_disk,710
cd,711
dvd,712
file_folder,713
open_file_folder,714
page_with_curl,715
page_facing_up,716
date,717
calendar,718
card_index,719
chart_with_upwards_trend,720
chart_with_downwards_trend,721
bar_chart,722
clipboard,723
pushpin,724
round_pushpin,725
paperclip,726
straight_ruler,727
triangular_ruler,728
bookmark_tabs,729
ledger,730
notebook,731
notebook_with_decorative_cover,732
closed_book,733
book,734
open_book,734
green_book,735
blue_book,736
orange_book,737
books,738
name_badge,739
scroll,740
memo,741
pencil,741
telephone_receiver,742
pager,743
fax,744
satellite,745
loudspeaker,746
mega,747
outbox_tray,748
inbox_tray,749
package,750
e-mail,751
incoming_envelope,752
envelope_with_arrow,753
mailbox_closed,754
mailbox,755
mailbox_with_mail,756
mailbox_with_no_mail,757
postbox,758
postal_horn,759
newspaper,760
iphone,761
calling,762
vibration_mode,763
mobile_phone_off,764
no_mobile_phones,765
signal_strength,766
camera,767
camera_flash,768
video_camera,769
tv,770
radio,771
vhs,772
film_projector,773
prayer_beads,774
twisted_rightwards_arrows,775
repeat,776
repeat_one,777
arrows_clockwise,778
arrows_counterclockwise,779
low_brightness,780
high_brightness,781
mute,782
speaker,783
sound,784
loud_sound,785
battery,786
electric_plug,787
mag,788
mag_right,789
lock_with_ink_pen,790
closed_lock_with_key,791
key,792
lock,793
unlock,794
bell,795
no_bell,796
bookmark,797
link,798
radio_button,799
back,800
end,801
on,802
soon,803
top,804
underage,805
keycap_ten,806
capital_abcd,807
abcd,808
1234,809
symbols,810
abc,811
fire,812
flashlight,813
wrench,814
hammer,815
nut_and_bolt,816
hocho,817
knife,817
gun,818
microscope,819
telescope,820
crystal_ball,821
six_pointed_star,822
beginner,823
trident,824
black_square_button,825
white_square_button,826
red_circle,827
large_blue_circle,828
large_orange_diamond,829
large_blue_diamond,830
small_orange_diamond,831
small_blue_diamond,832
small_red_triangle,833
small_red_triangle_down,834
arrow_up_small,835
arrow_down_small,836
om,837
dove,838
kaaba,839
mosque,840
synagogue,841
menorah,842
clock1,843
clock2,844
clock3,845
clock4,846
clock5,847
clock6,848
clock7,849
clock8,850
clock9,851
clock10,852
clock11,853
clock12,854
clock130,855
clock230,856
clock330,857
clock430,858
clock530,859
clock630,860
clock730,861
clock830,862
clock930,863
clock1030,864
clock1130,865
clock1230,866
candle,867
mantelpiece_clock,868
hole,869
business_suit_levitating,870
detective,871
male_detective,871
dark_sunglasses,872
spider,873
spider_web,874
joystick,875
man_dancing,876
paperclips,877
pen,878
fountain_pen,879
paintbrush,880
crayon,881
raised_hand_with_fingers_splayed,882
fu,883
middle_finger,883
vulcan_salute,884
black_heart,885
desktop_computer,886
printer,887
computer_mouse,888
trackball,889
framed_picture,890
card_index_dividers,891
card_file_box,892
file_cabinet,893
wastebasket,894
spiral_notepad,895
spiral_calendar,896
clamp,897
old_key,898
newspaper_roll,899
dagger,900
speaking_head,901
right_anger_bubble,902
ballot_box,903
world_map,904
mount_fuji,905
tokyo_tower,906
statue_of_liberty,907
japan,908
moyai,909
grinning,910
grin,911
joy,912
smiley,913
smile,914
sweat_smile,915
laughing,916
satisfied,916
innocent,917
smiling_imp,918
wink,919
blush,920
yum,921
relieved,922
heart_eyes,923
sunglasses,924
smirk,925
neutral_face,926
expressionless,927
unamused,928
sweat,929
pensive,930
confused,931
confounded,932
kissing,933
kissing_heart,934
kissing_smiling_eyes,935
kissing_closed_eyes,936
stuck_out_tongue,937
stuck_out_tongue_winking_eye,938
stuck_out_tongue_closed_eyes,939
disappointed,940
worried,941
angry,942
pout,943
rage,943
cry,944
persevere,945
triumph,946
disappointed_relieved,947
frowning,948
anguished,949
fearful,950
weary,951
sleepy,952
